,area,bath,price,location,bhk
9620,1200.0,3.0,68.4,Shaniwar Peth,3
9621,1610.0,3.0,90.0,Shaniwar Peth,3
9622,1700.0,2.0,150.0,Shaniwar Peth,2
9623,600.0,3.0,75.0,Shaniwar Peth,3
9624,1100.0,2.0,37.1,Shaniwar Peth,2
9625,2200.0,4.0,235.0,Shaniwar Peth,4
9626,1296.0,2.0,75.0,Shaniwar Peth,2
9627,1200.0,2.0,67.0,Shaniwar Peth,2
9629,1161.0,2.0,55.15,Shaniwar Peth,2
9631,1233.0,2.0,77.65,Shaniwar Peth,2
9632,1060.0,2.0,55.0,Shaniwar Peth,2
9634,1065.0,2.0,50.0,Shaniwar Peth,2
9635,1754.0,3.0,124.0,Shaniwar Peth,3
9636,1150.0,2.0,54.0,Shaniwar Peth,2
9637,525.0,5.0,56.0,Shaniwar Peth,4
9638,1420.0,2.0,99.39,Shaniwar Peth,2
9639,1105.0,2.0,49.73,Shaniwar Peth,2
9640,794.0,1.0,60.0,Shaniwar Peth,1
9642,1370.0,2.0,75.0,Shaniwar Peth,3
9643,750.0,4.0,62.0,Shaniwar Peth,5
9645,1700.0,4.0,108.0,Shaniwar Peth,4
9646,1110.0,2.0,40.0,Shaniwar Peth,2
9647,1500.0,3.0,149.0,Shaniwar Peth,3
9648,1075.0,2.0,60.0,Shaniwar Peth,2
9649,1200.0,2.0,58.0,Shaniwar Peth,2
9650,1115.0,2.0,40.0,Shaniwar Peth,2
9651,1594.0,3.0,125.0,Shaniwar Peth,3
9652,1100.0,2.0,49.0,Shaniwar Peth,2
9653,600.0,3.0,85.0,Shaniwar Peth,2
9654,645.0,1.0,16.45,Shaniwar Peth,1
9655,1143.0,2.0,55.0,Shaniwar Peth,2
9656,1922.0,3.0,106.0,Shaniwar Peth,3
9657,1295.0,2.0,95.0,Shaniwar Peth,2
9658,940.0,2.0,49.0,Shaniwar Peth,2
9659,938.0,2.0,35.0,Shaniwar Peth,2
9662,1200.0,3.0,110.0,Shaniwar Peth,4
9663,1128.0,2.0,65.7,Shaniwar Peth,2
9664,2000.0,3.0,145.0,Shaniwar Peth,3
9665,1277.0,2.0,59.0,Shaniwar Peth,2
9666,1500.0,8.0,150.0,Shaniwar Peth,8
9668,2400.0,5.0,285.0,Shaniwar Peth,5
9669,929.0,2.0,56.0,Shaniwar Peth,2
9670,1678.0,3.0,92.13,Shaniwar Peth,3
9671,1198.0,2.0,54.0,Shaniwar Peth,2
9672,1012.0,2.0,64.0,Shaniwar Peth,2
9673,937.0,2.0,30.0,Shaniwar Peth,2
9675,990.0,2.0,35.0,Shaniwar Peth,2
9676,1200.0,2.0,100.0,Shaniwar Peth,3
9679,1457.0,3.0,85.0,Shaniwar Peth,3
9680,1100.0,2.0,68.0,Shaniwar Peth,2
9682,1250.0,2.0,47.0,Shaniwar Peth,2
9683,870.0,2.0,38.0,Shaniwar Peth,2
9684,2600.0,3.0,199.0,Shaniwar Peth,3
9685,1000.0,2.0,40.0,Shaniwar Peth,2
9686,1194.0,2.0,47.0,Shaniwar Peth,2
9687,1183.0,2.0,77.25,Shaniwar Peth,2
9688,3293.0,5.0,425.0,Shaniwar Peth,4
9689,900.0,2.0,128.0,Shaniwar Peth,2
9691,1161.0,2.0,36.69,Shaniwar Peth,2
9692,1000.0,2.0,55.0,Shaniwar Peth,2
9693,1364.0,2.0,64.79,Shaniwar Peth,2
9694,770.0,1.0,35.0,Shaniwar Peth,2
9698,1057.0,2.0,30.0,Shaniwar Peth,2
9699,1825.0,3.0,145.0,Shaniwar Peth,3
9700,1027.0,2.0,44.0,Shaniwar Peth,2
9701,991.0,2.0,64.0,Shaniwar Peth,2
9702,1738.0,2.0,57.35,Shaniwar Peth,2
9703,1180.0,2.0,72.0,Shaniwar Peth,2
9704,1187.0,2.0,38.0,Shaniwar Peth,2
9705,1450.0,2.0,90.0,Shaniwar Peth,2
9706,2040.0,3.0,114.0,Shaniwar Peth,3
9707,1179.0,2.0,51.0,Shaniwar Peth,2
9708,1322.0,2.0,70.0,Shaniwar Peth,2
9709,1170.0,2.0,53.11,Shaniwar Peth,2
9710,1070.0,2.0,55.0,Shaniwar Peth,2
9711,1720.0,3.0,224.0,Shaniwar Peth,3
9712,760.0,2.0,38.5,Shaniwar Peth,2
9714,1155.0,2.0,39.0,Shaniwar Peth,2
9716,1100.0,2.0,62.0,Shaniwar Peth,2
9717,1074.0,2.0,42.8,Shaniwar Peth,2
9718,5000.0,4.0,300.0,Shaniwar Peth,4
9720,1116.0,2.0,51.91,Shaniwar Peth,2
9721,1197.0,2.0,76.0,Shaniwar Peth,2
9723,960.0,5.0,130.0,Shaniwar Peth,9
9725,1085.0,2.0,34.2,Shaniwar Peth,2
9728,950.0,2.0,60.0,Shaniwar Peth,2
9729,350.0,3.0,45.0,Shaniwar Peth,4
9730,1260.0,2.0,100.0,Shaniwar Peth,2
9731,1200.0,6.0,85.0,Shaniwar Peth,6
9733,1173.0,2.0,78.2,Shaniwar Peth,2
9735,1667.0,3.0,130.0,Shaniwar Peth,3
9736,1660.0,2.0,105.0,Shivaji Nagar,3
9737,883.0,2.0,45.0,Shivaji Nagar,2
9738,930.0,2.0,39.0,Shivaji Nagar,2
9739,1100.0,2.0,50.0,Shivaji Nagar,2
9740,1056.0,2.0,80.0,Shivaji Nagar,2
9741,3385.0,5.0,260.0,Shivaji Nagar,4
9742,1279.0,2.0,77.0,Shivaji Nagar,2
9743,1282.0,2.0,87.0,Shivaji Nagar,2
9745,1225.0,2.0,55.11,Shivaji Nagar,2
9747,1140.0,2.0,43.0,Shivaji Nagar,2
9748,1330.0,2.0,71.0,Shivaji Nagar,2
9749,950.0,2.0,39.0,Shivaji Nagar,2
9751,1800.0,1.0,128.0,Shivaji Nagar,2
9752,1480.0,3.0,90.0,Shivaji Nagar,3
9753,1525.0,3.0,100.0,Shivaji Nagar,3
9754,1255.0,2.0,65.26,Shivaji Nagar,2
9755,1170.0,2.0,105.0,Shivaji Nagar,2
9756,1030.0,2.0,61.0,Shivaji Nagar,2
9757,1847.0,3.0,110.0,Shivaji Nagar,3
9759,1015.0,2.0,56.0,Shivaji Nagar,2
9762,1875.0,3.0,180.0,Shivaji Nagar,3
9764,1090.0,2.0,54.54,Shivaji Nagar,2
9765,1290.0,2.0,94.5,Shivaji Nagar,3
9766,1682.0,3.0,120.0,Shivaji Nagar,3
9767,1027.0,2.0,43.0,Shivaji Nagar,2
9768,1000.0,2.0,65.3,Shivaji Nagar,2
9769,1128.0,2.0,48.79,Shivaji Nagar,2
9770,1308.0,2.0,83.0,Shivaji Nagar,2
9771,1790.0,3.0,105.0,Shivaji Nagar,3
9772,2987.5,5.0,191.0,Shivaji Nagar,4
9774,3900.0,4.0,333.0,Shivaji Nagar,4
9775,1936.0,3.0,118.0,Shivaji Nagar,3
9776,965.0,2.0,67.0,Shivaji Nagar,2
9777,1098.0,2.0,74.0,Shivaji Nagar,2
9778,1280.0,2.0,80.0,Shivaji Nagar,2
9779,450.0,1.0,25.0,Shivaji Nagar,1
9780,1418.0,2.0,104.0,Shivaji Nagar,2
9781,850.0,2.0,35.0,Shivaji Nagar,2
9782,1236.0,2.0,61.33,Shivaji Nagar,2
9785,1987.0,4.0,165.0,Shivaji Nagar,3
9786,3436.0,5.0,341.0,Shivaji Nagar,4
9787,1410.0,2.0,80.0,Shivaji Nagar,3
9788,1190.0,2.0,70.0,Shivaji Nagar,2
9789,1469.0,3.0,89.0,Shivaji Nagar,3
9790,1490.0,2.0,115.0,Shivaji Nagar,3
9791,1050.0,2.0,48.0,Shivaji Nagar,2
9792,845.0,2.0,43.0,Shivaji Nagar,2
9793,2225.0,3.0,149.0,Shivaji Nagar,3
9794,1232.0,2.0,66.0,Shivaji Nagar,2
9796,1194.0,2.0,47.0,Shivaji Nagar,2
9797,2400.0,2.0,180.0,Shivaji Nagar,3
9798,1540.0,3.0,90.0,Shivaji Nagar,3
9799,1040.0,2.0,50.0,Shivaji Nagar,2
9800,2400.0,6.0,98.0,Shivaji Nagar,6
9801,1120.0,2.0,50.0,Shivaji Nagar,2
9802,1595.0,3.0,120.0,Shivaji Nagar,3
9803,1820.0,3.0,150.0,Shivaji Nagar,3
9805,1250.0,2.0,110.0,Shivaji Nagar,2
9806,1652.0,3.0,110.0,Shivaji Nagar,3
9807,1174.0,2.0,47.0,Shivaji Nagar,2
9808,1050.0,2.0,75.0,Shivaji Nagar,2
9809,1200.0,2.0,86.0,Shivaji Nagar,2
9810,1633.0,2.0,72.0,Shivaji Nagar,2
9811,1300.0,2.0,78.0,Shivaji Nagar,2
9812,1180.0,2.0,59.47,Shivaji Nagar,2
9813,1076.0,2.0,50.0,Shivaji Nagar,2
9815,1220.0,2.0,63.0,Shivaji Nagar,2
9816,2600.0,3.0,195.0,Shivaji Nagar,3
9817,1680.0,3.0,122.0,Shivaji Nagar,3
9818,1489.0,2.0,101.0,Shivaji Nagar,2
9820,662.0,1.0,38.0,Shivaji Nagar,1
9821,1315.0,2.0,50.0,Shivaji Nagar,2
9822,1130.0,2.0,75.0,Shivaji Nagar,2
9823,1150.0,2.0,72.0,Shivaji Nagar,2
9824,1084.0,2.0,53.0,Shivaji Nagar,2
9825,2215.0,4.0,154.0,Shivaji Nagar,3
9826,1315.0,2.0,60.48,Shivaji Nagar,2
9827,1160.0,2.0,57.0,Shivaji Nagar,2
9828,1420.0,2.0,62.0,Shivaji Nagar,2
9829,1450.0,2.0,90.0,Shivaji Nagar,3
9833,1200.0,1.0,65.0,Shivaji Nagar,1
9834,1820.0,3.0,140.0,Shivaji Nagar,3
9835,1200.0,2.0,46.13,Shivaji Nagar,2
9836,1192.0,2.0,75.0,Shivaji Nagar,2
9837,644.0,1.0,32.0,Shivaji Nagar,1
9838,1050.0,2.0,43.0,Shivaji Nagar,2
9839,1152.0,2.0,55.0,Shivaji Nagar,2
9840,1400.0,3.0,98.0,Shivaji Nagar,3
9841,760.0,1.0,50.4,Shivaji Nagar,1
9842,2100.0,3.0,147.0,Shivaji Nagar,4
9843,1150.0,8.0,70.0,Shivaji Nagar,8
9845,1215.0,2.0,43.75,Shivaji Nagar,2
9846,1190.0,2.0,55.0,Shivaji Nagar,2
9847,1270.0,2.0,52.0,Shivaji Nagar,2
9848,3203.5,4.0,224.5,Shukrawar Peth,4
9849,400.0,1.0,14.0,Shukrawar Peth,1
9850,1380.0,2.0,60.0,Shukrawar Peth,2
9851,595.0,1.0,33.32,Shukrawar Peth,1
9855,1020.0,2.0,45.9,Shukrawar Peth,2
9856,1800.0,3.0,90.0,Shukrawar Peth,3
9857,2400.0,4.0,200.0,Shukrawar Peth,4
9858,600.0,5.0,60.0,Shukrawar Peth,4
9860,2500.0,3.0,135.0,Shukrawar Peth,3
9862,1600.0,2.0,80.0,Shukrawar Peth,3
9863,2800.0,2.0,200.0,Shukrawar Peth,3
9866,500.0,1.0,20.0,Shukrawar Peth,1
9868,1775.0,3.0,110.0,Shukrawar Peth,3
9870,1760.0,3.0,145.0,Shukrawar Peth,3
9871,1448.0,2.0,68.0,Shukrawar Peth,2
9872,1340.0,2.0,61.0,Shukrawar Peth,2
9873,1850.0,4.0,139.0,Shukrawar Peth,3
9874,2200.0,4.0,195.0,Shukrawar Peth,4
9875,812.0,1.0,26.0,Shukrawar Peth,1
9877,1200.0,2.0,50.0,Shukrawar Peth,2
9878,1700.0,3.0,88.0,Shukrawar Peth,3
9880,3600.0,5.0,220.0,Shukrawar Peth,4
9881,1318.0,2.0,85.28,Shukrawar Peth,3
9882,1371.0,2.0,65.0,Shukrawar Peth,3
9885,1450.0,3.0,77.41,Shukrawar Peth,3
9887,1020.0,2.0,45.0,Shukrawar Peth,2
9888,3216.0,5.0,300.0,Shukrawar Peth,4
9889,2400.0,4.0,200.0,Shukrawar Peth,3
9891,883.0,2.0,40.95,Shukrawar Peth,2
9892,1070.0,2.0,45.5,Shukrawar Peth,2
9893,2155.0,3.0,125.0,Shukrawar Peth,4
9894,1100.0,2.0,70.0,Shukrawar Peth,2
9896,1679.0,3.0,92.13,Shukrawar Peth,3
9897,1310.0,2.0,68.0,Shukrawar Peth,3
9898,1766.0,3.0,130.0,Shukrawar Peth,3
9899,1265.0,2.0,67.0,Shukrawar Peth,2
9901,1305.0,2.0,75.0,Shukrawar Peth,2
9903,1125.0,2.0,65.0,Shukrawar Peth,2
9904,900.0,2.0,41.0,Shukrawar Peth,2
9905,1216.0,2.0,69.0,Shukrawar Peth,2
9906,4856.0,5.0,410.0,Shukrawar Peth,4
9907,1485.0,2.0,96.51,Shukrawar Peth,2
9908,1022.0,2.0,57.0,Shukrawar Peth,2
9909,1075.0,2.0,55.0,Shukrawar Peth,2
9911,1100.0,2.0,66.0,Shukrawar Peth,2
9912,1250.0,2.0,68.75,Shukrawar Peth,3
9916,1200.0,4.0,95.0,Shukrawar Peth,4
9917,525.0,1.0,26.0,Shukrawar Peth,1
9919,3600.0,9.0,240.0,Shukrawar Peth,9
9920,425.0,1.0,15.0,Shukrawar Peth,1
9921,1100.0,2.0,52.0,Shukrawar Peth,2
9922,1153.0,2.0,56.7,Shukrawar Peth,2
9923,1820.0,3.0,85.0,Shukrawar Peth,3
9924,1295.0,2.0,55.47,Shukrawar Peth,2
9925,1050.0,2.0,65.0,Shukrawar Peth,2
9927,1800.0,3.0,130.0,Shukrawar Peth,3
9928,1052.0,2.0,51.0,Shukrawar Peth,2
9929,1265.0,2.0,65.0,Shukrawar Peth,3
9932,799.0,2.0,35.0,Shukrawar Peth,2
9933,1200.0,2.0,54.0,Shukrawar Peth,2
9934,1200.0,2.0,110.0,Shukrawar Peth,2
9935,1270.0,2.0,73.0,Shukrawar Peth,2
9936,2774.0,4.0,197.0,Shukrawar Peth,4
9937,2400.0,3.0,252.0,Shukrawar Peth,3
9939,1478.0,2.0,125.0,Shukrawar Peth,2
9941,1100.0,2.0,48.0,Shukrawar Peth,2
9943,1100.0,2.0,65.0,Shukrawar Peth,2
9948,1800.0,3.0,95.0,Shukrawar Peth,3
9949,1530.0,3.0,87.0,Shukrawar Peth,4
9950,2425.0,5.0,175.0,Shukrawar Peth,4
9952,1449.0,3.0,110.0,Shukrawar Peth,3
9955,965.0,2.0,54.0,Shukrawar Peth,2
9956,1201.0,2.0,80.0,Shukrawar Peth,2
9957,1150.0,2.0,48.5,Shukrawar Peth,2
9958,1053.0,2.0,44.0,Shukrawar Peth,2
9960,1325.0,2.0,59.0,Shukrawar Peth,2
9961,1194.0,2.0,57.0,Shukrawar Peth,2
9962,1080.0,2.0,49.0,Shukrawar Peth,2
9963,1570.0,2.0,95.0,Shukrawar Peth,3
9964,2503.0,3.0,138.0,Shukrawar Peth,3
9965,1250.0,2.0,75.0,Shukrawar Peth,2
9966,1081.0,2.0,60.0,Shukrawar Peth,2
9968,1530.0,2.0,108.0,Shukrawar Peth,2
9970,705.0,1.0,67.0,Sinhagad Road,1
9972,2483.0,5.0,212.0,Sinhagad Road,4
9973,1760.0,2.0,130.0,Sinhagad Road,3
9978,1600.0,4.0,125.0,Sinhagad Road,5
9979,1570.0,3.0,80.0,Sinhagad Road,3
9980,14000.0,3.0,800.0,Sinhagad Road,4
9981,3467.86,6.0,249.0,Sinhagad Road,4
9984,1200.0,2.0,120.0,Sinhagad Road,2
9985,1300.0,2.0,110.0,Sinhagad Road,2
9986,640.0,1.0,55.0,Sinhagad Road,1
9989,2145.0,3.0,175.0,Sinhagad Road,3
9991,1762.0,3.0,110.0,Sinhagad Road,3
9996,1575.0,2.0,110.0,Sinhagad Road,3
9998,1749.0,3.0,115.0,Sinhagad Road,3
10005,897.0,2.0,85.0,Sinhagad Road,5
10013,1300.0,2.0,75.0,Sinhagad Road,3
10014,2675.0,4.0,290.0,Sinhagad Road,4
10017,500.0,1.0,15.0,Sinhagad Road,1
10018,525.0,1.0,27.0,Sinhagad Road,1
10019,1737.0,2.0,95.0,Sinhagad Road,3
10020,2100.0,3.0,125.0,Sinhagad Road,4
10023,2690.0,4.0,185.0,Sinhagad Road,4
10027,882.0,3.0,72.0,Sinhagad Road,4
10031,1655.0,3.0,120.0,Sinhagad Road,3
10033,1040.0,2.0,68.59,Sinhagad Road,2
10038,600.0,1.0,35.0,Sinhagad Road,1
10039,1250.0,4.0,100.0,Sinhagad Road,4
10041,2340.0,4.0,145.0,Sinhagad Road,4
10042,1000.0,4.0,90.0,Sinhagad Road,4
10048,980.0,2.0,86.0,Sinhagad Road,2
10049,790.5,1.0,42.295,Sinhagad Road,1
10050,1450.0,2.0,75.0,Sinhagad Road,3
10051,1278.0,3.0,62.71,Sinhagad Road,3
10052,1559.0,3.0,81.55,Sinhagad Road,3
10053,1400.0,2.0,78.0,Sinhagad Road,3
10055,1723.0,3.0,95.0,Sinhagad Road,3
10057,6000.0,4.0,625.0,Sinhagad Road,4
10058,1800.0,3.0,175.0,Sinhagad Road,3
10059,1720.0,3.0,150.0,Sinhagad Road,3
10064,1500.0,3.0,162.0,Sinhagad Road,4
10067,2045.0,3.0,108.0,Sinhagad Road,3
10068,1886.0,3.0,205.0,Sinhagad Road,3
10070,3425.0,3.0,320.0,Sinhagad Road,3
10071,3300.0,3.0,165.0,Sinhagad Road,3
10072,2500.0,3.0,250.0,Sinhagad Road,3
10075,1684.0,3.0,120.0,Sinhagad Road,3
10077,1615.0,3.0,97.0,Sinhagad Road,3
10078,1500.0,3.0,88.0,Sinhagad Road,3
10082,4000.0,8.0,160.0,Sinhagad Road,8
10083,1290.0,2.0,88.0,Sinhagad Road,2
10086,1600.0,2.0,140.0,Sinhagad Road,3
10088,1730.0,3.0,125.0,Sinhagad Road,3
10090,770.0,1.0,36.0,Somwar Peth,2
10091,2026.0,3.0,132.0,Somwar Peth,3
10092,1166.0,2.0,55.0,Somwar Peth,2
10093,1800.0,3.0,110.0,Somwar Peth,3
10094,2225.0,3.0,160.0,Somwar Peth,3
10095,1260.0,2.0,67.39,Somwar Peth,2
10096,1750.0,3.0,85.0,Somwar Peth,3
10097,1665.0,3.0,86.58,Somwar Peth,3
10098,1495.0,2.0,79.5,Somwar Peth,2
10100,1093.0,2.0,70.0,Somwar Peth,2
10101,500.0,1.0,20.0,Somwar Peth,1
10102,1530.0,2.0,74.4,Somwar Peth,3
10103,1410.0,3.0,65.0,Somwar Peth,3
10104,1500.0,2.0,60.0,Somwar Peth,2
10105,1482.0,2.0,92.0,Somwar Peth,3
10106,1000.0,2.0,50.0,Somwar Peth,2
10108,972.0,2.0,44.0,Somwar Peth,2
10109,1080.0,2.0,37.0,Somwar Peth,2
10110,900.0,2.0,42.0,Somwar Peth,2
10113,1105.0,2.0,38.65,Somwar Peth,2
10114,600.0,1.0,32.0,Somwar Peth,1
10115,1187.0,2.0,45.0,Somwar Peth,2
10116,1132.0,2.0,42.0,Somwar Peth,2
10117,2167.0,3.0,170.0,Somwar Peth,3
10118,1418.0,2.0,104.0,Somwar Peth,2
10119,883.0,2.0,45.0,Somwar Peth,2
10120,1500.0,3.0,65.0,Somwar Peth,2
10121,1247.0,2.0,53.0,Somwar Peth,2
10122,1470.0,2.0,61.74,Somwar Peth,2
10123,923.0,1.0,60.84,Somwar Peth,1
10124,4428.0,4.0,255.0,Somwar Peth,4
10125,1150.0,2.0,75.0,Somwar Peth,2
10126,1104.0,2.0,39.0,Somwar Peth,2
10127,936.0,2.0,43.0,Somwar Peth,2
10128,1100.0,2.0,48.0,Somwar Peth,2
10129,1100.0,2.0,45.0,Somwar Peth,2
10131,1037.0,2.0,36.28,Somwar Peth,2
10132,1550.0,3.0,74.5,Somwar Peth,3
10134,919.0,2.0,28.0,Somwar Peth,2
10135,1402.0,2.0,85.0,Somwar Peth,3
10136,1089.0,2.0,32.67,Somwar Peth,2
10137,1450.0,3.0,68.0,Somwar Peth,3
10138,4260.0,4.0,272.0,Somwar Peth,4
10139,1060.0,2.0,40.0,Somwar Peth,2
10141,1016.0,2.0,45.9,Somwar Peth,2
10142,1020.0,2.0,55.0,Somwar Peth,2
10143,1390.0,2.0,76.45,Somwar Peth,3
10145,2336.5,3.0,115.89,Somwar Peth,3
10146,1000.0,2.0,28.88,Somwar Peth,2
10147,1125.0,2.0,32.5,Somwar Peth,2
10148,1065.0,2.0,40.47,Somwar Peth,2
10149,1200.0,2.0,79.0,Somwar Peth,2
10150,1340.0,2.0,65.0,Somwar Peth,2
10151,1411.0,3.0,93.15,Somwar Peth,3
10152,1100.0,2.0,37.0,Somwar Peth,2
10153,1018.0,2.0,50.8,Somwar Peth,2
10154,1450.0,2.0,57.0,Somwar Peth,2
10155,1153.0,2.0,45.0,Somwar Peth,2
10156,1065.0,2.0,42.59,Somwar Peth,2
10157,1691.2,3.0,115.0,Somwar Peth,3
10158,990.0,2.0,37.62,Somwar Peth,2
10159,1034.0,6.0,101.0,Somwar Peth,6
10161,1215.0,2.0,68.0,Somwar Peth,2
10162,1175.0,2.0,50.0,Somwar Peth,2
10164,1506.0,3.0,95.0,Somwar Peth,3
10165,552.5,1.0,13.26,Somwar Peth,1
10166,1045.0,2.0,42.0,Somwar Peth,2
10167,1573.0,3.0,98.0,Somwar Peth,3
10168,1000.0,2.0,28.88,Somwar Peth,2
10170,1075.0,2.0,52.0,Somwar Peth,2
10171,1819.0,3.0,100.0,Somwar Peth,3
10173,1190.0,2.0,50.0,Somwar Peth,2
10174,1575.0,3.0,80.0,Somwar Peth,3
10175,1450.0,2.0,67.0,Somwar Peth,3
10176,1175.0,2.0,70.5,Somwar Peth,2
10177,1820.0,3.0,85.2,Somwar Peth,3
10178,1010.0,2.0,52.0,Somwar Peth,2
10179,1689.0,3.0,103.0,Somwar Peth,3
10180,1021.0,2.0,76.0,Somwar Peth,2
10182,1415.0,2.0,60.0,Somwar Peth,2
10183,1299.0,2.0,97.0,Somwar Peth,2
10184,1182.0,2.0,60.1,Somwar Peth,3
10185,645.0,1.0,55.0,Somwar Peth,1
10186,1166.0,2.0,37.29,Somwar Peth,2
10187,1268.0,2.0,56.0,Somwar Peth,2
10188,1232.0,2.0,69.61,Somwar Peth,2
10189,2950.0,4.0,253.0,Somwar Peth,4
10191,1700.0,3.0,90.0,Somwar Peth,3
10192,1080.0,2.0,38.0,Somwar Peth,2
10193,1800.0,3.0,128.0,Somwar Peth,3
10194,1672.0,3.0,86.0,Somwar Peth,3
10195,5400.0,5.0,475.0,Somwar Peth,4
10196,1289.0,2.0,70.0,Somwar Peth,2
10197,1169.0,2.0,50.11,Somwar Peth,2
10198,1165.0,1.0,42.09,Somwar Peth,2
10199,1183.0,2.0,79.54,Somwar Peth,2
10202,1200.0,2.0,44.4,Somwar Peth,2
10203,1260.0,2.0,83.5,Somwar Peth,2
10204,1740.0,3.0,150.0,Somwar Peth,3
10205,1596.0,3.0,118.0,Somwar Peth,3
10206,1274.0,2.0,90.0,Somwar Peth,2
10207,1048.0,2.0,44.0,Somwar Peth,2
10208,1499.0,5.0,102.0,Swargate,3
10210,1210.0,2.0,80.9,Swargate,2
10211,1050.0,2.0,65.0,Swargate,2
10217,3260.0,4.0,240.0,Swargate,4
10218,1865.0,3.0,145.0,Swargate,3
10219,485.0,1.0,15.0,Swargate,1
10220,980.0,2.0,69.0,Swargate,2
10221,440.0,1.0,16.5,Swargate,1
10223,1000.0,4.0,66.0,Swargate,3
10225,1840.0,3.0,98.0,Swargate,3
10226,1455.0,2.0,145.0,Swargate,2
10227,1255.0,2.0,73.0,Swargate,2
10231,1825.0,3.0,105.0,Swargate,3
10234,1375.0,2.0,80.0,Swargate,2
10238,600.0,2.0,85.0,Swargate,4
10240,2000.0,3.0,200.0,Swargate,3
10241,1584.0,3.0,145.0,Swargate,4
10242,3595.0,6.0,360.0,Swargate,4
10244,1730.0,3.0,120.0,Swargate,3
10245,1200.0,3.0,165.0,Swargate,3
10247,1280.0,2.0,75.0,Swargate,2
10250,1592.0,3.0,91.0,Swargate,3
10254,1725.0,3.0,110.0,Swargate,3
10255,4640.0,4.0,600.0,Swargate,4
10257,654.0,1.0,37.0,Swargate,1
10258,1255.0,2.0,95.0,Swargate,3
10262,2396.0,4.0,325.0,Swargate,4
10266,2100.0,4.0,150.0,Swargate,4
10268,1532.5,3.0,84.29,Swargate,3
10276,1350.0,8.0,185.0,Swargate,8
10277,3000.0,4.0,240.0,Swargate,4
10279,1199.0,2.0,85.0,Swargate,2
10281,1100.0,4.0,120.0,Swargate,4
10282,1210.0,2.0,75.0,Swargate,2
10284,2000.0,4.0,138.0,Swargate,3
10287,620.0,2.0,48.0,Swargate,1
10289,1200.0,1.0,81.0,Swargate,2
10291,520.0,2.0,29.0,Swargate,1
10292,1872.0,3.0,152.0,Swargate,3
10293,418.0,2.0,11.5,Swargate,1
10295,1620.0,3.0,95.0,Swargate,3
10296,1262.0,2.0,83.0,Swargate,3
10297,1200.0,2.0,66.0,Swargate,3
10302,1200.0,2.0,72.0,Swargate,2
10303,600.0,2.0,65.0,Swargate,2
10304,470.0,1.0,21.0,Swargate,1
10305,1607.0,2.0,112.0,Swargate,3
10308,630.0,1.0,46.0,Swargate,1
10311,1200.0,2.0,70.0,Swargate,2
10312,1491.0,3.0,85.0,Swargate,3
10314,2350.0,5.0,325.0,Swargate,5
10317,1880.0,4.0,110.0,Swargate,3
10319,1200.0,2.0,66.0,Swargate,1
10320,410.0,1.0,48.0,Swargate,1
10321,1920.0,3.0,150.0,Swargate,3
10325,1843.0,3.0,95.0,Swargate,3
10326,1991.0,4.0,100.0,Swargate,3
10327,1274.0,2.0,90.0,Swargate,2
10328,1390.0,2.0,69.49,Swargate,3
10329,1750.0,3.0,100.0,Swargate,3
10330,525.0,1.0,26.0,Swargate,1
10331,1150.0,3.0,65.0,Swargate,3
10333,1710.0,3.0,110.0,Swargate,3
10334,600.0,6.0,65.0,Swargate,6
10335,4600.0,9.0,150.0,Swargate,9
10337,3000.0,7.0,210.0,Tilak Road,6
10338,1700.0,3.0,155.0,Tilak Road,3
10339,4111.0,4.0,250.0,Tilak Road,4
10340,1490.0,3.0,84.0,Tilak Road,3
10342,1142.0,2.0,70.0,Tilak Road,2
10347,1614.0,3.0,95.0,Tilak Road,3
10351,1870.0,3.0,110.0,Tilak Road,3
10352,1128.0,2.0,64.0,Tilak Road,2
10353,800.0,1.0,50.0,Tilak Road,2
10355,1200.0,4.0,75.0,Tilak Road,4
10357,1300.0,3.0,65.0,Tilak Road,3
10358,300.0,1.0,22.89,Tilak Road,1
10360,600.0,2.0,30.0,Tilak Road,3
10361,1165.0,2.0,75.0,Tilak Road,2
10363,2800.0,3.0,250.0,Tilak Road,3
10365,1020.07,2.0,68.38,Tilak Road,2
10366,1785.0,3.0,94.0,Tilak Road,3
10368,3500.0,5.0,275.0,Tilak Road,3
10369,1200.0,4.0,125.0,Tilak Road,4
10370,703.0,1.0,52.0,Tilak Road,1
10371,4818.0,4.0,390.0,Tilak Road,4
10373,1070.0,2.0,60.0,Tilak Road,2
10374,2062.0,3.0,140.0,Tilak Road,4
10375,1222.0,2.0,112.0,Tilak Road,2
10378,1900.0,3.0,150.0,Tilak Road,3
10381,1108.0,2.0,87.0,Tilak Road,2
10382,1388.0,3.0,69.99,Tilak Road,3
10383,810.0,1.0,21.0,Tilak Road,1
10385,1440.0,4.0,88.0,Tilak Road,4
10387,680.0,1.0,46.0,Tilak Road,1
10390,3600.0,6.0,145.0,Tilak Road,8
10392,1500.0,6.0,150.0,Tilak Road,6
10399,2145.0,3.0,165.0,Tilak Road,3
10401,1280.0,2.0,90.0,Tilak Road,2
10403,1210.0,2.0,77.0,Tilak Road,2
10404,1200.0,3.0,110.0,Tilak Road,4
10406,1614.0,3.0,93.0,Tilak Road,3
10407,1400.0,2.0,78.0,Tilak Road,3
10408,1200.0,3.0,98.0,Tilak Road,3
10412,1165.0,2.0,88.5,Tilak Road,2
